timestamp,value-0,is_anomaly
0,0.24459340889530246,0
1,3.4929472044021903,0
2,6.847994068454375,0
3,-0.22420741468930083,0
4,-1.9546281708152793,0
5,1.4916367286376238,0
6,-0.778654788866562,0
7,0.061969916568213504,0
8,0.08391043999861986,0
9,-0.03546672674916113,0
10,-0.0247287265960952,0
11,-0.039625422595928605,0
12,-0.06025607528502089,0
13,0.019858800086269716,0
14,0.04012143166793407,0
15,0.001963121600889444,0
16,0.07776135200026359,0
17,-0.0359461217815071,0
18,0.11691013653925683,0
19,-0.01622800592858661,0
20,0.3013428390648841,0
21,3.5052943387154665,0
22,6.951126322640834,0
23,-0.1504370840649363,0
24,-2.00631246851829,0
25,1.6193073870956798,0
26,-0.7043459491959174,0
27,0.09878728328284561,0
28,0.07987756090736468,0
29,-0.04914085827371211,0
30,0.07498606056039382,0
31,-0.04462500694750381,0
32,0.03196794196314787,0
33,0.07707488976048628,0
34,0.11087763104605329,0
35,-0.025496600212211125,0
36,0.07555568416249446,0
37,0.006737078481376748,0
38,0.05810706787591576,0
39,-0.01763909195260265,0
40,0.3087197301250035,0
41,3.5256997880571035,0
42,6.915647625207996,0
43,-0.20140507489018106,0
44,-1.8667447989810468,0
45,1.5768101750000496,0
46,-0.7050066874018205,0
47,0.11347398882350195,0
48,0.029623638951288684,0
49,-0.027611198593449293,0
50,0.014874170121690108,0
51,-0.006140652859395371,0
52,0.0843015559838115,0
53,-0.07874517274007148,0
54,0.11886364553111141,0
55,-0.032385263167796115,0
56,-0.02856713319784761,0
57,-0.07992186488491601,0
58,0.04699211782737123,0
59,-0.007120218517737909,0
60,0.3762171524121933,0
61,3.5784512673874374,0
62,6.901520497310116,0
63,-0.3112070006417001,0
64,-1.9286410475910656,0
65,1.4939742149983595,0
66,-0.7287904763066788,0
67,0.12958426067143378,0
68,-0.05513276423143939,0
69,-0.10989327439838031,0
70,0.013606473988169304,0
71,-0.01646410723583484,0
72,-0.028597224890992458,0
73,-0.0190044329669525,0
74,-0.009555359364196384,0
75,-0.023002518376039678,0
76,0.020546377313188143,0
77,0.013677262101822157,0
78,0.027664417600360477,0
79,0.0920650503086268,0
80,0.12844722858099522,0
81,3.4368308866782695,0
82,6.818772425534865,0
83,-0.2694539079364263,0
84,-2.0065423846657975,0
85,1.5104545080350977,0
86,-0.7664204127518583,0
87,0.13136578893631143,0
88,0.02763193214134317,0
89,-0.13762728955337236,0
90,-0.015237283139547362,0
91,-0.013691683213153692,0
92,-0.04189677776881742,0
93,0.0038786145794956865,0
94,0.009673951715103518,0
95,-0.052753441746141744,0
96,-0.0005672215066472031,0
97,-0.05813747011429086,0
98,-0.035741955660611294,0
99,-0.053188761393872665,0
100,0.20747164704439847,0
101,3.472953888474388,0
102,6.828090799611765,0
