timestamp,value-0,is_anomaly
0,0.18617581231183775,0.0
1,3.548494585839027,0.0
2,6.918401133637863,0.0
3,-0.31496814320621414,0.0
4,-2.055496039696727,0.0
5,1.588514762451719,0.0
6,-0.6970045352800001,0.0
7,0.18167621753670993,0.0
8,0.10936646349873909,0.0
9,-0.0800962414062322,0.0
10,0.027827644238748693,0.0
11,0.0825107866837473,0.0
12,-0.014026867267898271,0.0
13,0.06816395667563976,0.0
14,0.06549981716939351,0.0
15,-0.036537948040408524,0.0
16,0.013841635998272352,0.0
17,0.09024004333736804,0.0
18,0.070967711371066,0.0
19,0.055388602517716407,0.0
20,0.21700502361933238,0.0
21,3.468395457246392,0.0
22,6.837141216175961,0.0
23,-0.3177264931795325,0.0
24,-2.0311869049628175,0.0
25,1.6355187720194546,0.0
26,-0.7350087891575527,0.0
27,0.1208671947381478,0.0
28,0.039004265037120164,0.0
29,0.02743885853220205,0.0
30,0.15311081356369255,0.0
31,0.027199207105355554,0.0
32,0.07898375972977995,0.0
33,-0.017717643801341804,0.0
34,0.10487307216007469,0.0
35,-0.030962417478434773,0.0
36,0.05344838778353618,0.0
37,-0.0647983934016384,0.0
38,0.04286917471150303,0.0
39,0.09944961151227387,0.0
40,0.2667721944027182,0.0
41,3.492959796791621,0.0
42,6.858170808243084,0.0
43,-0.28841429642239647,0.0
44,-2.018961550407986,0.0
45,1.4210120115087175,0.0
46,-0.7490695701640375,0.0
47,0.1478866240712108,0.0
48,0.005884087957550398,0.0
49,-0.08413737732242371,0.0
50,-0.01757038342425787,0.0
51,-0.08279704208406176,0.0
52,-0.058147647713464506,0.0
53,-0.07435775544428262,0.0
54,-0.11590399432330706,0.0
55,-0.014409962960471,0.0
56,-0.021137911361640817,0.0
57,-0.024048834026101227,0.0
58,0.07749641098899197,0.0
59,-0.034212272492609254,0.0
60,0.19543328938972793,0.0
61,3.458847246203288,0.0
62,6.8460627630427044,0.0
63,-0.32080491831217606,0.0
64,-2.0027677886567266,0.0
65,1.4980579842997401,0.0
66,-0.6492288974351663,0.0
67,0.09578243069365325,0.0
68,-0.014196647220776236,0.0
69,-0.16733115089128514,0.0
70,-0.018976364332159736,0.0
71,-0.020452730115537852,0.0
72,-0.18852520942409223,0.0
73,-0.022027130321671903,0.0
74,0.07864507523152359,0.0
75,-0.1317143443414704,0.0
76,-0.08368361266622013,0.0
77,-0.10151118773483297,0.0
78,-0.1403320481980895,0.0
79,-0.0335181820363898,0.0
80,0.24406669256075056,0.0
81,3.4178451265753647,0.0
82,6.962332844041236,0.0
83,-0.3919203959159093,0.0
84,-1.9986877207890739,0.0
85,1.5302348244417392,0.0
86,-0.8268017022687426,0.0
87,0.03537706673687118,0.0
88,0.08131309247335333,0.0
89,-0.07659658007239803,0.0
90,0.0650516103388753,0.0
91,-0.04867332656389631,0.0
92,-0.03380250743098861,0.0
93,-0.05429028754820035,0.0
94,0.014206107470021417,0.0
95,0.06963783864913961,0.0
96,-0.03877533347487135,0.0
97,-0.11993213132287645,0.0
98,-0.05334971384586212,0.0
99,-0.10188814596524562,0.0
100,0.21880867001558135,0.0
101,3.465587278513283,0.0
102,6.864610815552824,0.0
103,-0.2635946363959989,0.0
104,-2.077817420203473,0.0
105,1.524974537201576,0.0
106,-0.8251533559740082,0.0
